证券代码,证券简称,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA
000012.SZ,南玻A,,8.3843,,14.1464,,6.6991,,13.2916,,3.6906,,6.3621,,1.0577,,0.8196,,0.6142,,-9.2296,,4.4866,,9.175,,4.3187,,8.2267,1.6351,4.3515,6.7303,8.6999,1.9234,4.7035,7.9583,10.1457,3.9003,8.7267,12.7232,15.2689,2.2828,6.4664,10.4287,13.1708,1.9779,6.1453,10.1396,13.1199,2.06,5.9917,11.441,12.9975,4.8082,9.9628,12.4321,9.8246,1.3484,5.6347,12.0385,16.8749,5.469,11.7077,18.4707,24.8745,6.2978,12.9877,16.8596,17.7231,1.739,3.591,5.8143,4.0029,1.568,5.1769,9.0015,20.6663,1.5166,7.3344,9.0419,10.6566,0.9763,2.5937,4.9088,7.7021,2.5681,5.9892,9.0297,10.1729,2.1549,4.9457,8.8026,10.1477,0.6508,0.1417,0.3451,0.6312,0.9385,0.9229,0.581,0.1372,0.8617,0.5904,0.4697,0.477,0.3541,0.3651,0.3182,0.7378,0.791,0.3995,0.9927,0.8548,0.6865,0.8138,0.7685,0.6583,0.8408,0.1696,0.8154,0.7202,0.7644,0.021,0.3979,0.4143,0.8499,0.4432,0.6423,0.966,0.5216,0.266,0.0651,0.8836,0.3978,0.0067,0.8001,0.5245,0.9885,0.4241,0.7785,0.8478,0.1446,0.4467,0.7195,0.1188,0.0035,0.2563,0.759,0.5025,0.6039,0.1274,0.5774,0.1011,0.3556,0.8774,0.6475,0.9183,0.3124,0.822,0.4604,0.9552,0.7856,0.5207,0.998,0.8037,0.9787,0.7155,0.1619,0.8339,0.4672,0.9775,0.345,0.1221,0.0543,0.9814,0.8664,0.328,0.9218,0.8154,0.0408,0.9653,0.0822,0.8103,0.0985,0.5163
000014.SZ,沙河股份,,5.63,,6.0632,,1.5183,,-23.9155,,0.4733,,0.7767,,-11.2865,,-45.6752,,-123.4699,,-140.131,,,,,,5.4284,6.959,33.0618,1.5899,4.6779,2.954,17.0034,0.4143,2.8717,5.6604,12.1657,0.7556,2.433,4.5295,10.1672,2.8477,7.9899,9.0579,10.5245,6.3194,12.962,13.7452,10.3222,-0.9922,-0.9498,-2.8754,0.6439,-3.6162,-8.0258,-13.9983,11.7613,-0.9052,7.8334,16.4526,18.2201,13.9442,13.4395,10.1354,14.6785,-2.0874,0.7573,3.0209,10.669,-0.451,-1.9433,-3.1855,4.8847,-0.2852,-1.2122,-1.84,4.8224,4.6333,4.0395,2.1711,9.5417,0.0505,2.1743,-0.1492,7.6702,-0.6804,-1.4798,-2.496,3.9409,-0.4574,0.5358,0.6034,1.0332,0.9577,0.0219,0.5281,0.541,0.4791,0.576,0.5643,0.2599,0.1656,0.1074,0.0923,0.5154,0.5081,0.9235,0.8329,0.3804,0.307,0.8846,0.3591,0.7063,0.7489,0.5545,0.8923,0.8448,0.494,0.9646,0.8103,0.6797,0.497,0.7237,0.4537,0.0398,0.0084,0.0096,0.1838,0.2455,0.8631,0.4816,0.7893,0.339,0.5383,0.4667,0.0541,0.7791,0.7664,0.4446,0.4655,0.0593,0.4321,0.7088,0.5791,0.1474,0.1862,0.3777,0.2972,0.176,0.6684,0.7524,0.2829,0.8441,0.4878,0.1769,0.0556,0.8947,0.3292,0.4356,0.2926,0.1456,0.5956,0.3488,0.8004,0.9792,0.1197,0.5351,0.5398,0.5152,0.5168,0.8673,0.1342,0.7976,0.1388,0.0286,0.2061,0.3249,0.6809,0.5837,0.0219,0.5336,0.4127,0.7615,0.9383,0.128
000016.SZ,深康佳A,,16.7591,,34.5001,,16.7877,,31.1453,,10.7417,,22.9248,,10.1333,,22.9542,,9.4642,,17.696,,3.4646,,6.3438,,-5.427,,-21.5031,0.5512,0.8307,1.0225,1.2173,0.7047,1.0195,1.844,3.3651,0.8103,1.3816,1.8445,4.5051,0.6411,0.729,1.0878,2.245,0.7526,0.9211,1.1899,2.9414,0.7764,1.2649,1.6545,5.9938,1.324,2.2548,5.1873,7.2909,1.0563,2.1138,2.7977,3.9358,0.9146,1.3058,1.5677,2.1323,-1.9436,-5.013,-4.2041,0.6237,0.2585,0.2862,0.4207,1.1381,0.3516,0.9989,1.0241,1.1118,0.2331,1.1068,1.1668,1.286,0.1887,-7.5167,-23.2222,-36.3355,0.299,0.456,-1.5935,3.3476,0.9001,1.059,4.3341,92.8267,0.5592,0.5602,0.5387,0.8973,0.2908,0.2088,0.3671,0.67,0.6011,0.7149,0.6504,0.2961,0.8318,0.527,0.1447,0.5346,0.9784,0.738,0.8564,0.2917,0.9146,0.5218,0.5955,0.5924,0.708,0.1756,0.2359,0.5502,0.8929,0.4619,0.1911,0.1433,0.1635,0.2931,0.1594,0.0487,0.0248,0.5276,0.8578,0.4613,0.7153,0.0139,0.294,0.6186,0.674,0.6033,0.6871,0.9335,0.6611,0.5998,0.5291,0.2521,0.0511,0.8135,0.4726,0.4183,0.6688,0.6464,0.1873,0.2893,0.5587,0.3245,0.6805,0.8878,0.3026,0.3917,0.5605,0.5039,0.4105,0.5496,0.8971,0.4328,0.5591,0.748,0.8873,0.2342,0.3975,0.1911,0.2936,0.2407,0.9324,0.6221,0.1708,0.2459,0.6975,0.677,0.8124,0.6679,0.1624,0.7053,0.0676,0.1121
000017.SZ,深中华A,,5.4574,,3.9228,,0.6477,,2.2604,,0.6925,,-15.8846,,-5.5395,,-88.5898,,-35.3593,,75.2196,,-37.0815,,-140.8525,,-181.3774,-98.3943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.935,23.6082,38.9235,51.682,2.262,3.4362,4.4207,-1.1691,1.2363,3.7397,16.2477,19.9255,1.4668,-12.5074,-9.9621,10.1073,0.2932,0.271,0.4147,0.9529,0.6609,0.4629,0.1985,0.1321,0.9775,0.4738,0.6619,0.512,0.483,0.5144,0.3601,0.7287,0.5589,0.2367,0.8254,0.4515,0.3514,0.9954,0.4969,0.4034,0.3195,0.7129,0.1197,0.0091,0.9255,0.8407,0.2657,0.3309,0.6552,0.9146,0.327,0.9063,0.8144,0.7639,0.862,0.159,0.3027,0.6599,0.8825,0.8673,0.9434,0.1791,0.9511,0.6285,0.8833,0.6327,0.3469,0.111,0.3798,0.5363,0.7866,0.5823,0.3661,0.0036,0.0039,0.1912,0.9631,0.3982,0.6957,0.7948,0.9061,0.5958,0.3574,0.2643,0.6661,0.22,0.1217,0.959,0.747,0.3703,0.9612,0.3431,0.7363,0.0642,0.9888,0.465,0.4948,0.3019,0.1403,0.1714,0.836,0.7497,0.4898,0.6401,0.5809,0.7239,0.569,0.4919
000018.SZ,神州长城,,1.9928,,3.8589,,1.2822,,0.5232,,1.1677,,-3.9085,,0.7498,,0.9308,,1.4494,,3.6755,,1.287,,1.6622,,0.6645,,0.2741,-0.3915,0.4555,0.5799,0.4382,-0.145,1.1003,1.3165,0.5057,0.2524,0.3408,0.1608,0.2845,-1.1332,-1.8825,-5.9807,-12.8864,-1.5318,-3.6746,-8.3049,10.3132,-8.4328,-12.2832,-23.1767,-50.2457,-0.8035,-2.6155,-5.9009,-17.3236,-1.4042,-0.9766,-0.2012,8.8533,-2.5027,3.7396,4.4111,2.8693,-2.9591,-6.0039,-9.1725,-13.2543,-0.196,-3.582,-5.3061,-0.2079,-2.2667,-3.54,-0.4496,6.7013,-0.9098,0.5822,0.9235,3.3316,-0.2981,-0.4646,48.847,49.0475,5.794,14.4666,20.9525,30.9562,5.435,14.385,21.486,19.3459,0.3135,0.7907,0.7715,0.4506,0.5593,0.4606,0.435,0.1748,0.0836,0.1967,0.5914,0.6674,0.4256,0.4518,0.1222,0.3046,0.1512,0.469,0.8633,0.5889,0.1676,0.6258,0.4407,0.1451,0.0201,0.9264,0.8976,0.5026,0.9891,0.3327,0.1867,0.9342,0.0229,0.0859,0.741,0.4644,0.8948,0.6843,0.8658,0.3461,0.9515,0.1802,0.4544,0.8677,0.2185,0.7047,0.2133,0.4301,0.2676,0.8126,0.4754,0.8263,0.9681,0.3459,0.8786,0.4136,0.426,0.2236,0.4096,0.9672,0.5889,0.0779,0.4838,0.8722,0.6388,0.6918,0.177,0.7999,0.8313,0.9874,0.5973,0.5611,0.347,0.8856,0.6627,0.9305,0.2315,0.8658,0.4126,0.021,0.1162,0.4619,0.8748,0.916,0.432,0.4598,0.9057,0.392,0.8499,0.4601,0.5043,0.5243
000019.SZ,深深宝A,,0.5097,,1.7139,,4.942,,17.4215,,1.0574,,11.0136,,1.4914,,11.4187,,1.5513,,10.3032,,2.8824,,3.6717,,2.8428,,3.6867,-4.3695,2.2507,2.4462,3.588,0.0601,0.2523,-2.3594,-17.8141,0.0989,0.2962,1.6181,1.8614,0.1082,0.7737,1.8076,2.3401,1.081,2.7114,2.7679,13.2011,0.2603,4.9882,6.0867,14.648,0.1818,2.0399,5.0654,3.8692,-2.151,-0.6919,1.5916,-3.9535,-3.6128,-5.8777,-7.206,1.7631,-2.5911,0.7252,5.1131,1.149,-0.4113,9.5126,9.1827,8.0395,0.115,-0.634,5.6123,4.537,-0.6412,-2.4682,-3.5953,1.3797,-0.9862,0.5462,-0.8513,-3.6985,-0.663,-1.6269,-2.9896,9.8222,-0.9659,-1.7556,-2.631,-5.4677,0.3945,0.1791,0.3453,0.1649,0.3203,0.4575,0.3271,0.646,0.1179,0.6353,0.8701,0.6736,0.6353,0.2546,0.8042,0.9796,0.0118,0.4072,0.0128,0.4772,0.6368,0.7843,0.4378,0.9513,0.7607,0.0238,0.1753,0.7125,0.6196,0.2529,0.6572,0.8252,0.7666,0.0529,0.7196,0.2721,0.5879,0.7067,0.4657,0.5995,0.6208,0.1263,0.9208,0.0658,0.4497,0.096,0.6909,0.5754,0.7867,0.7278,0.2375,0.9162,0.5198,0.9725,0.3973,0.8952,0.3843,0.6327,0.7807,0.2616,0.4001,0.777,0.0407,0.5689,0.7149,0.2512,0.7357,0.0059,0.4343,0.5072,0.0293,0.8115,0.4508,0.3389,0.088,0.7624,0.1397,0.1889,0.5833,0.7983,0.5923,0.5665,0.7716,0.0587,0.1067,0.9634,0.2028,0.9594,0.5357,0.8951,0.073,0.364
000020.SZ,深华发A,,6.7805,,13.117,,2.9898,,10.1269,,2.9072,,-17.5899,,-5.3861,,-14.3915,,1.0238,,3.2161,,1.1944,,0.9614,,0.539,,1.0323,0.2266,-0.9488,0.9324,1.8332,0.1745,0.1686,0.1927,-2.7111,0.0419,-0.7006,-1.3465,-17.4295,-0.3068,0.174,1.5578,2.8114,0.2374,0.2384,0.5405,-10.1364,0.0536,-1.0302,4.3657,9.5454,0.6271,-1.039,-0.6026,3.0889,0.845,1.7438,3.9963,1.6626,4.6701,6.6662,6.4059,3.5397,1.2446,3.422,3.3433,3.8176,1.6931,2.2938,2.2463,1.1638,0.2916,0.6999,0.288,-2.3535,0.2536,0.5306,0.3614,2.7702,0.1818,4.9152,6.8628,-2.2713,0.15,2.3086,1.437,1.7296,0.1317,0.6692,0.1089,0.3043,0.1035,0.8453,0.2191,0.1185,0.8914,0.0863,0.3516,0.5028,0.1609,0.2179,0.4989,0.6287,0.813,0.1749,0.9426,0.5387,0.4429,0.5564,0.5339,0.2126,0.5178,0.5588,0.6446,0.054,0.3631,0.0171,0.3982,0.0838,0.9074,0.7096,0.6465,0.7976,0.4139,0.4305,0.8063,0.1046,0.9734,0.4121,0.4878,0.8724,0.4494,0.4046,0.2439,0.8674,0.2486,0.3686,0.1099,0.2272,0.341,0.2697,0.6745,0.0455,0.6029,0.7965,0.3551,0.9154,0.0546,0.0502,0.7764,0.4556,0.2675,0.9297,0.3272,0.8412,0.1264,0.5285,0.1013,0.7028,0.6106,0.43,0.3736,0.5918,0.4175,0.6738,0.5757,0.9914,0.0569,0.9574,0.5839,0.6715,0.3694,0.0067,0.7192,0.7256,0.7446,0.983,0.203,0.5137,0.2048,0.0663,0.6715,0.9564
000021.SZ,深科技,,7.4686,,25.8517,,27.3859,,43.3733,,18.6764,,34.7118,,15.8869,,30.443,,11.5198,,15.1324,,2.6477,,6.6459,,1.8834,,-0.3978,0.5191,1.1673,2.4696,2.6671,2.2611,3.0805,5.2425,9.301,2.0492,3.1806,5.4718,8.8092,2.5964,5.6077,8.3986,11.4071,2.8406,5.7465,8.5254,10.5604,10.7671,13.7612,15.5373,20.4747,2.0033,3.9379,6.137,9.1054,1.1578,2.9489,4.7347,7.2898,2.0581,4.8757,7.0446,9.8352,1.0323,2.6138,4.5052,6.1038,1.12,1.6515,1.7769,2.3283,0.8162,2.1917,3.7537,5.2073,-2.4094,-0.1798,2.795,3.5821,1.022,2.7209,2.7951,3.5563,2.8672,4.1441,5.7409,4.0989,2.143,5.6233,8.4741,9.7398,0.2126,0.8681,0.1514,0.2792,0.2977,0.6726,0.2355,0.4528,0.3479,0.7467,0.0454,0.8963,0.3972,0.6747,0.393,0.3155,0.805,0.9403,0.7656,0.3117,0.5683,0.9012,0.61,0.4987,0.4738,0.0685,0.4231,0.5291,0.465,0.0208,0.1639,0.9012,0.2887,0.1322,0.2431,0.368,0.2947,0.7848,0.5791,0.6945,0.7176,0.6281,0.5254,0.1129,0.7853,0.4203,0.8888,0.4527,0.4712,0.1208,0.9377,0.6554,0.4996,0.0697,0.9492,0.3395,0.3076,0.6498,0.461,0.63,0.3899,0.9555,0.7132,0.6588,0.1756,0.0796,0.3828,0.9226,0.7485,0.0702,0.5736,0.3515,0.633,0.6446,0.0987,0.9614,0.6955,0.2944,0.9873,0.0371,0.5765,0.4363,0.0884,0.3553,0.6029,0.458,0.147,0.4429,0.0868,0.5057,0.2594,0.7857
000022.SZ,深赤湾A,,7.9776,,14.8938,,5.9149,,11.404,,4.7739,,9.5211,,2.0112,,5.4889,,2.4199,,7.005,,3.6944,,7.7598,,2.3808,,7.9156,3.5778,6.6969,11.4736,15.9501,4.7931,10.5893,17.5878,23.3535,6.2496,15.305,24.2998,31.9482,9.0158,18.9888,26.5807,29.4721,6.9356,15.9025,23.5503,28.6897,6.1017,13.6685,22.0378,27.3858,6.2059,13.0863,19.1316,24.0733,3.331,7.4279,11.7107,14.9375,4.4937,10.6455,16.0669,19.5873,3.8535,7.9957,11.7548,15.0774,3.2167,6.4359,10.405,13.0735,3.4781,7.9679,11.8008,13.1892,2.663,5.9725,9.1521,10.3581,2.4616,5.8542,9.8919,12.338,2.6936,5.9998,9.4452,11.6374,2.9044,5.8928,9.2003,10.4745,0.2171,0.8416,0.1967,0.1909,0.9374,0.2293,0.9764,0.1441,0.3913,0.7584,0.2304,0.9317,0.4192,0.4336,0.9991,0.1371,0.4304,0.819,0.4458,0.7226,0.356,0.0716,0.1564,0.0951,0.3652,0.6237,0.2288,0.4543,0.0031,0.2536,0.7475,0.82,0.246,0.2663,0.3902,0.173,0.2311,0.1844,0.4238,0.602,0.3951,0.6897,0.1351,0.6802,0.3589,0.3443,0.141,0.9806,0.0889,0.602,0.9207,0.8178,0.1767,0.8615,0.7769,0.1381,0.2662,0.8574,0.4869,0.1948,0.5164,0.6267,0.9557,0.0283,0.1254,0.9344,0.1016,0.4965,0.811,0.749,0.8663,0.8908,0.502,0.0561,0.377,0.0679,0.139,0.5669,0.6243,0.1215,0.3547,0.7938,0.8761,0.5504,0.6666,0.3581,0.1594,0.1394,0.9423,0.9824,0.879,0.7318
000023.SZ,深天地A,,6.6585,,7.0265,,-3.6445,,0.0306,,10.6116,,12.6274,,1.6972,,8.6484,,1.5997,,8.922,,3.5632,,6.7574,,0.4833,,-80.0109,-4.2313,1.1293,1.6771,4.0014,-1.6104,-0.3528,0.1248,2.7671,-1.3114,-2.4286,-3.0929,6.2358,-1.3432,-0.4063,-2.518,-12.3798,-3.7619,-2.596,2.9969,11.337,6.6274,5.3085,2.8009,7.0429,-2.1651,1.087,1.4802,7.1898,-2.2306,-0.5358,3.1866,8.1227,-3.7201,-0.9843,3.247,4.2449,0.6782,0.282,0.0884,2.9048,-2.7852,-2.9637,-3.4494,1.5522,-3.2222,2.782,3.8534,4.3571,-0.8117,0.862,4.5132,4.8409,-0.5016,2.957,7.3025,7.1644,-0.1096,2.0177,2.1482,2.5804,2.6827,4.866,8.4297,7.6296,0.4956,0.3893,0.7095,0.2813,0.2446,0.4459,0.2743,0.845,0.6098,0.4861,0.5723,0.9904,0.8787,0.9533,0.8992,0.0658,0.8575,0.0641,0.2715,0.6882,0.9121,0.3065,0.9618,0.2204,0.9129,0.2814,0.6132,0.3537,0.9296,0.015,0.6754,0.288,0.0946,0.4571,0.686,0.0693,0.8146,0.2363,0.437,0.2894,0.9345,0.8388,0.9538,0.365,0.775,0.8281,0.5752,0.0606,0.0211,0.4095,0.2306,0.8833,0.2201,0.6739,0.2204,0.7647,0.1915,0.4428,0.1446,0.3954,0.6293,0.9156,0.9115,0.2671,0.9777,0.6869,0.7919,0.708,0.3397,0.1787,0.568,0.7852,0.7505,0.6205,0.1545,0.6641,0.6236,0.5978,0.5321,0.0935,0.4534,0.2429,0.4504,0.4963,0.7731,0.041,0.5142,0.3927,0.1189,0.7532,0.5614,0.0908
000025.SZ,特力A,,2.0971,,0.0708,,-1.8734,,-43.3779,,-9.7784,,10.689,,4.3465,,6.707,,-8.6039,,-38.0209,,-46.0641,,-75.0296,-7.5241,-12.4312,-2.9643,2.8648,-3.515,-3.9057,-4.9302,-17.4442,-2.3068,-1.7364,-1.0909,2.4959,-0.8431,-1.396,0.1508,2.0212,-0.2525,0.1891,1.1142,2.5676,0.3187,1.0369,2.3796,-47.177,-1.6602,-0.6028,-0.0743,8.0851,-2.2582,-2.0464,-0.9605,2.8535,-4.8729,1.6746,0.7945,3.7669,-0.7077,0.6421,0.5304,2.0709,0.2063,0.2862,-0.9373,1.2237,-1.2567,-4.9929,-4.2263,3.9478,2.4261,2.0096,10.4155,3.6703,1.7161,2.7733,2.2053,5.3989,0.1548,1.4929,3.6092,8.0692,0.7073,2.0236,2.9747,3.084,0.5008,2.7084,4.4319,7.1949,0.2612,0.6979,0.824,0.0882,0.6036,0.5274,0.3142,0.0626,0.0546,0.2885,0.5404,0.5112,0.7866,0.0145,0.7092,0.8664,0.2952,0.7706,0.3411,0.1743,0.659,0.0675,0.5306,0.4558,0.7158,0.8871,0.7036,0.3271,0.72,0.0508,0.057,0.2494,0.3311,0.7618,0.0318,0.7916,0.1624,0.5914,0.529,0.7993,0.1645,0.2978,0.7798,0.3451,0.3622,0.2438,0.766,0.929,0.9661,0.6984,0.7558,0.586,0.7153,0.9194,0.6563,0.6637,0.9744,0.8799,0.9083,0.4937,0.2949,0.6162,0.1395,0.2635,0.5902,0.8998,0.4796,0.3907,0.4392,0.7663,0.1222,0.7849,0.1274,0.1889,0.1854,0.2995,0.8729,0.015,0.8673,0.4433,0.4244,0.2612,0.5992,0.1269,0.5912,0.5361,0.159,0.6947,0.058,0.4566,0.1125,0.2926
000026.SZ,飞亚达A,,13.8769,,28.75,,9.1958,,21.7422,,13.0107,,16.2382,,5.7137,,8.3969,,1.2562,,5.5816,,1.2726,,2.4981,,2.7878,,1.9174,0.681,1.4788,2.1054,-14.1025,0.7214,1.184,1.4158,0.992,0.4258,0.3027,0.2051,0.3695,0.1454,1.0019,1.7819,3.0468,0.9105,2.441,3.6991,5.521,2.0978,4.6405,8.0927,10.0295,2.3546,5.9617,8.382,9.8279,1.5481,4.0324,6.9924,10.1127,2.792,5.7608,9.3027,9.4901,2.8609,6.6364,10.3965,12.0028,2.5169,4.6882,6.7287,8.176,2.3749,4.6705,7.0888,8.7241,2.8366,5.6517,8.0333,9.186,2.7127,4.4204,6.3875,6.1894,1.1767,2.617,4.6371,4.7387,1.8913,3.6183,5.6456,5.7949,0.1268,0.0841,0.1328,0.4989,0.5059,0.5494,0.3467,0.3191,0.835,0.0679,0.7889,0.6303,0.4422,0.5251,0.4176,0.6703,0.7237,0.0935,0.9187,0.2479,0.9496,0.5123,0.7172,0.7341,0.8314,0.5652,0.5245,0.2251,0.2592,0.2457,0.1673,0.9364,0.0154,0.9193,0.9199,0.154,0.8582,0.5475,0.9301,0.154,0.6405,0.5683,0.7916,0.3013,0.5782,0.963,0.3926,0.2778,0.8365,0.764,0.8754,0.9343,0.2485,0.7426,0.3129,0.646,0.5291,0.7293,0.416,0.7658,0.9968,0.7647,0.2181,0.9588,0.6518,0.6853,0.3347,0.8611,0.2777,0.027,0.3115,0.6297,0.2322,0.973,0.6418,0.085,0.2584,0.8594,0.4586,0.6363,0.8313,0.6676,0.6162,0.1479,0.3051,0.9908,0.0205,0.8025,0.676,0.2599,0.4222,0.1282
000027.SZ,深圳能源,,8.241,,16.6276,,10.6306,,18.6405,,12.102,,17.2859,,7.3668,,17.5938,,11.1411,,18.1053,,10.8212,,16.8746,,9.1833,,15.4422,3.8769,11.872,16.5408,18.4638,3.1186,7.653,13.9084,22.3528,4.3624,9.1624,14.1954,16.7353,3.3978,7.1407,10.5413,17.2072,2.9438,6.8709,11.3082,20.6845,2.9394,6.0871,9.3518,15.9708,2.3709,4.5032,8.043,9.1827,1.6187,8.9195,14.5185,16.4147,3.237,6.6869,10.042,10.4741,2.0161,4.9468,7.0081,7.9528,1.5485,3.8272,5.7008,6.5031,1.5153,4.1529,6.9891,9.2295,2.4849,6.2699,9.199,11.955,2.0321,5.154,8.2426,9.083,0.9471,3.9965,6.2048,6.2192,0.5184,1.8666,3.6666,3.4894,0.1172,0.1661,0.326,0.5358,0.9064,0.0614,0.1139,0.9493,0.2428,0.0478,0.0451,0.4421,0.8201,0.5408,0.6702,0.4357,0.2849,0.2336,0.217,0.0842,0.1373,0.6886,0.1039,0.3765,0.8131,0.3394,0.0048,0.4765,0.8571,0.9485,0.7421,0.1748,0.8074,0.7663,0.7641,0.1242,0.6029,0.0339,0.104,0.3293,0.6636,0.1048,0.345,0.154,0.5908,0.95,0.2034,0.5464,0.0658,0.0708,0.3836,0.4903,0.8871,0.419,0.8425,0.7032,0.359,0.6757,0.4322,0.3067,0.7519,0.2986,0.3289,0.8888,0.7636,0.9107,0.5268,0.8646,0.1071,0.2718,0.9951,0.466,0.457,0.1574,0.0029,0.4537,0.9385,0.8118,0.63,0.0964,0.1769,0.2424,0.2777,0.4499,0.8006,0.6348,0.5744,0.2881,0.6829,0.587,0.2025,0.6001
000028.SZ,国药一致,,2.2848,,7.1621,,4.9408,,11.8313,,0.2261,,-8.7036,,0.9813,,4.2326,,3.4146,,6.0339,,3.0494,,-0.5371,,15.0021,,10.7879,0.2195,1.9861,2.8707,1.4324,1.0326,1.8622,2.256,4.5239,1.0404,3.4645,4.7237,7.8268,3.0768,5.2468,7.3587,9.5131,5.2124,10.6218,16.293,20.4615,6.3778,14.1054,23.7058,28.5667,7.5576,14.6845,22.1813,27.8405,6.6311,14.4841,20.6961,26.5693,7.4832,13.9944,20.4191,27.8519,7.9616,14.7632,21.2436,27.496,8.6464,16.562,23.7503,30.4394,7.7741,13.8685,20.359,25.8904,5.0959,10.4204,14.8461,18.6179,4.0514,7.8691,11.4462,14.9014,3.5842,9.5611,12.5479,17.0691,3.1744,6.4238,9.1472,11.8542,0.9382,0.1126,0.0794,0.8019,0.3112,0.6468,0.8977,0.2277,0.8191,0.7149,0.5335,0.7101,0.9881,0.7184,0.5398,0.9101,0.0829,0.604,0.312,0.5347,0.1479,0.2917,0.3202,0.7397,0.9932,0.925,0.0001,0.3004,0.4543,0.2031,0.535,0.2999,0.4246,0.7285,0.2709,0.4482,0.9234,0.2988,0.2251,0.6284,0.7999,0.8301,0.5989,0.2045,0.8764,0.3041,0.6069,0.3204,0.5318,0.1069,0.9592,0.5199,0.5051,0.2085,0.4304,0.2117,0.2172,0.6088,0.342,0.5051,0.0063,0.1101,0.0504,0.7053,0.2476,0.4046,0.9344,0.7462,0.3133,0.1104,0.3766,0.7194,0.2423,0.4467,0.2687,0.5784,0.5653,0.4383,0.6406,0.5921,0.5819,0.5621,0.8885,0.7814,0.5541,0.0863,0.1103,0.4897,0.3334,0.8089,0.6774,0.4103
000029.SZ,深深房A,,6.3665,,16.7892,,6.0638,,0.0705,,2.1874,,4.2916,,0.0352,,-53.4641,,1.1416,,6.9566,,1.2066,,4.9042,,0.3011,,-41.0035,-3.3221,-4.0077,-6.6875,1.3687,-2.3417,-2.6708,-3.9744,0.4001,-1.6117,-3.0811,-5.6143,-13.2593,-1.4051,-1.587,0.5343,1.1753,0.3748,0.85,1.2155,1.8422,0.0373,0.8675,1.3318,3.3966,0.1766,1.1732,1.4302,1.6108,0.0705,0.6373,0.9283,1.6592,0.4433,5.0876,6.0832,6.3813,1.5985,4.4021,5.8881,6.846,1.4314,2.5884,4.0644,6.7519,0.2143,0.7945,1.0083,13.0487,1.1752,1.847,3.0135,14.8095,1.1463,8.2672,10.58,13.4037,1.3274,5.619,9.6716,12.5239,1.3009,5.0578,5.4992,6.7611,0.1125,0.3979,0.1181,0.2475,0.9755,0.8191,0.2023,0.5668,0.1076,0.0445,0.1029,0.5104,0.9861,0.7096,0.9953,0.5338,0.8827,0.5107,0.1329,0.5206,0.0123,0.4298,0.8163,0.3026,0.6859,0.7291,0.8286,0.8137,0.8968,0.3131,0.8533,0.1828,0.4473,0.0604,0.2978,0.762,0.7968,0.272,0.6399,0.3107,0.6325,0.5882,0.561,0.1485,0.633,0.4479,0.2859,0.442,0.8251,0.3582,0.4758,0.2061,0.5921,0.2832,0.998,0.3672,0.1445,0.8323,0.1705,0.7357,0.4302,0.3162,0.9732,0.7143,0.3712,0.5636,0.6963,0.3437,0.5211,0.7564,0.358,0.3299,0.2499,0.188,0.99,0.2198,0.9952,0.0804,0.2052,0.299,0.8132,0.0965,0.5366,0.6235,0.1263,0.0796,0.9273,0.5877,0.4615,0.2886,0.1718,0.7971
